"LRIMOShipNo","ShipName","ShipStatus","ShipStatusEffectiveDate","YearOfBuild","Deadweight","GrossTonnage","ClassificationSociety","FlagName","ShiptypeLevel5","Powerkwmax","Powerkwservice","Powerbhpihpshpmax","Powerbhpihpshpservice","FuelConsumptionMainEnginesonly","FuelConsumptionTotal","FuelType1Capacity","FuelType1Code","FuelType1First","FuelType2Capacity","FuelType2Code","FuelType2Second","NumberOfAllEngines","NumberOfAuxiliaryEngines","NumberofMainEngines","MainEngineDesigner","MainEngineModel","MainEngineStrokeType","MainEngineType","TEU","GroupBeneficialOwner","GroupBeneficialOwnerCountryOfControl","GroupBeneficialOwnerCountryofDomicile","Operator","OperatorCountryOfControl","OperatorCountryofDomicileName","RegisteredOwner","RegisteredOwnerCountryOfControl","RegisteredOwnerCountryofDomicile","ShipManager","ShipManagerCompanyCode","ShipManagerCountryOfControl","ShipManagerCountryofDomicileName","ShipManagerCountryOfRegistration","ShipManagerCoutryofDomicileCode","TechnicalManager","TechnicalManagerCode","TechnicalManagerCountryOfControl","TechnicalManagerCountryOfDomicile","TechnicalManagerCountryOfDomicileCode","TechnicalManagerCountryOfRegistration","DOCCompany","DOCCompanyCountryofDomicile","DOCCompanyCountryofDomicilecode","DOCCountryOfControl","DOCCountryOfRegistration","DocumentofComplianceDOCCompanyCode"
"8671582","TEODO","In Service/Commission","20110621","2011",270,348,"","Montenegro","Passenger/Ro-Ro Ship (Vehicles)",882,0,1200,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",2,,2,"","","","Oil",0,"Pomorski Saobracaj Herceg Novi","Montenegro","Montenegro","Pomorski Saobracaj Herceg Novi","Montenegro","Montenegro","Pomorski Saobracaj Herceg Novi","Montenegro","Montenegro","Pomorski Saobracaj Herceg Novi","4152392","Montenegro","Montenegro","Montenegro","MTN","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8671659","DONG MING 16","In Service/Commission","20110420","2011",26013,16349,"China Classification Society 2011-04","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"China Govt","China, People's Republic Of","China, People's Republic Of","Xiamen Dongming Shipping Co","China, People's Republic Of","China, People's Republic Of","Xiamen Dongming Shipping Co","China, People's Republic Of","China, People's Republic Of","Xiamen Dongming Shipping Co","1407781","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8671697","LV NENG 1","In Service/Commission","20091119","2009",26640,16490,"China Classification Society 2009-11","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"China Govt","China, People's Republic Of","China, People's Republic Of","Shanghai Qianghui Shipping Co","China, People's Republic Of","China, People's Republic Of","Shanghai Qianghui Shipping Co","China, People's Republic Of","China, People's Republic Of","Shanghai Qianghui Shipping Co","5109736","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8671702","LV NENG 2","In Service/Commission","20100326","2010",26700,16490,"China Classification Society 2010-03","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"China Govt","China, People's Republic Of","China, People's Republic Of","Shanghai Qianghui Shipping Co","China, People's Republic Of","China, People's Republic Of","Shanghai Qianghui Shipping Co","China, People's Republic Of","China, People's Republic Of","Shanghai Qianghui Shipping Co","5109736","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8671714","ZHONG HAI TONG 27","In Service/Commission","20100817","2010",26760,16540,"China Classification Society 2010-08","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"China Govt","China, People's Republic Of","China, People's Republic Of","Shenzhen Sinocean Marine","China, People's Republic Of","China, People's Republic Of","Shenzhen Sinocean Marine","China, People's Republic Of","China, People's Republic Of","Shenzhen Sinocean Marine","5271200","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8671726","QIN FENG 318","In Service/Commission","20101015","2010",26818,16529,"China Classification Society 2010-10","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"China Govt","China, People's Republic Of","China, People's Republic Of","Zhejiang Qinfeng Shipping","China, People's Republic Of","China, People's Republic Of","Zhejiang Qinfeng Shipping","China, People's Republic Of","China, People's Republic Of","Zhejiang Qinfeng Shipping","4125883","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8671738","XING NING 56","In Service/Commission","20110928","2011",26731,16532,"China Classification Society 2011-09","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"Ningbo United Group","China, People's Republic Of","China, People's Republic Of","Xiangshan Xing Ning Shipping","China, People's Republic Of","China, People's Republic Of","Xiangshan Xing Ning Shipping","China, People's Republic Of","China, People's Republic Of","Xiangshan Xing Ning Shipping","5281705","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8671752","DI SHENG","In Service/Commission","20100813","2010",26840,16555,"China Classification Society 2010-08","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"China Govt","China, People's Republic Of","China, People's Republic Of","Shantou Diyuan Maritime","China, People's Republic Of","China, People's Republic Of","Shantou Diyuan Maritime","China, People's Republic Of","China, People's Republic Of","Shantou Diyuan Maritime","5092008","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8671805","QIN FENG 28","In Service/Commission","20120619","2012",27156,16504,"China Classification Society 2012-06","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"China Govt","China, People's Republic Of","China, People's Republic Of","Zhejiang Qinfeng Shipping","China, People's Republic Of","China, People's Republic Of","Zhejiang Qinfeng Shipping","China, People's Republic Of","China, People's Republic Of","Zhejiang Qinfeng Shipping","4125883","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8671843","SHENG AN DA 67","In Service/Commission","20110524","2011",26756,16573,"China Classification Society 2011-05","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"China Govt","China, People's Republic Of","China, People's Republic Of","Qinzhou Guiqin Shipping Group","China, People's Republic Of","China, People's Republic Of","Qinzhou Guiqin Shipping Group","China, People's Republic Of","China, People's Republic Of","Qinzhou Guiqin Shipping Group","5286480","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8671867","WEN FENG 18","In Service/Commission","20091208","2009",26800,16755,"China Classification Society 2009-12","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"China Govt","China, People's Republic Of","China, People's Republic Of","Nantong Kanghai Shpg Co Ltd","China, People's Republic Of","China, People's Republic Of","Nantong Kanghai Shpg Co Ltd","China, People's Republic Of","China, People's Republic Of","Nantong Kanghai Shpg Co Ltd","5239624","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8671881","WEN FENG 16","In Service/Commission","20111008","2011",28082,16626,"China Classification Society 2011-10","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"China Govt","China, People's Republic Of","China, People's Republic Of","Nantong Kanghai Shpg Co Ltd","China, People's Republic Of","China, People's Republic Of","Nantong Kanghai Shpg Co Ltd","China, People's Republic Of","China, People's Republic Of","Nantong Kanghai Shpg Co Ltd","5239624","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8671893","CHANG LU HAI","In Service/Commission","20120806","2012",16624,16624,"China Classification Society 2012-08","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"Shanghai Changhang Shipping","China, People's Republic Of","China, People's Republic Of","Shanghai Changhang Shipping","China, People's Republic Of","China, People's Republic Of","CMB Financial Leasing Co Ltd","China, People's Republic Of","China, People's Republic Of","Shanghai Changhang Shipping","5113282","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8671946","ZHE HAI 355","In Service/Commission","20100324","2010",26750,16554,"China Classification Society 2010-03","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"Bank of Communications Co Ltd","China, People's Republic Of","China, People's Republic Of","Bank of Communications","China, People's Republic Of","China, People's Republic Of","Bank of Communications","China, People's Republic Of","China, People's Republic Of","Bank of Communications","4162323","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8672093","MING ZHOU 62","In Service/Commission","20090831","2009",28720,17887,"China Classification Society 2009-08","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"Ningbo Marine Group Co Ltd","China, People's Republic Of","China, People's Republic Of","Ningbo Marine Co Ltd","China, People's Republic Of","China, People's Republic Of","Bank of Communications","China, People's Republic Of","China, People's Republic Of","Ningbo Marine Co Ltd","5187789","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","Ningbo Marine Co Ltd","5187789","China, People's Republic Of","China, People's Republic Of","CHR","China, People's Republic Of","  Unknown","","","","","9991001"
"8672110","TANG HAI 3","In Service/Commission","20030323","2004",4500,2612,"Zianlian Chuen 2004-03","China, People's Republic Of","General Cargo Ship",1324,1125,1800,1530,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"Chinese Std. Type","G6300ZC","4","Oil",0,"Aoyang International Co Ltd","Hong Kong, China","Hong Kong, China","East Bright International Shpg","","Hong Kong, China","Aoyang Marine Group Ltd","Hong Kong, China","China, People's Republic Of","East Bright International Shpg","5794964","","Hong Kong, China","Hong Kong, China","HKG","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8672160","PB LAHOOT 2012","In Service/Commission","20130325","2013",59,72,"Lloyd's Register (Transferred) 2014-08-25, Bureau Veritas 2013-03","Pakistan","Pilot Vessel",958,0,1302,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",2,,2,"Caterpillar","","4","Oil",0,"Port Qasim Authority","Pakistan","Pakistan","Port Qasim Authority","Pakistan","Pakistan","Port Qasim Authority","Pakistan","Pakistan","Port Qasim Authority","0609960","Pakistan","Pakistan","Pakistan","PAK","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8672201","MAGGIE M","In Service/Commission","20080628","2008",130,135,"Bureau Veritas 2008-06","United Kingdom","Utility Vessel",1276,0,1734,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",2,,2,"Mitsubishi","","4","Oil",0,"GSS Plant Ltd","United Kingdom","United Kingdom","GSS Plant Ltd","United Kingdom","United Kingdom","GSS Plant Ltd","United Kingdom","United Kingdom","GSS Plant Ltd","5147647","United Kingdom","United Kingdom","United Kingdom","GBI","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8672378","CHANG TIAN HAI","In Service/Commission","20090531","2009",34123,19917,"China Classification Society 2009-05","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"Changjiang National Shipping","China, People's Republic Of","China, People's Republic Of","China Changhang Freight Co","China, People's Republic Of","China, People's Republic Of","China Changhang Freight Co","China, People's Republic Of","China, People's Republic Of","China Changhang Freight Co","5355102","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8672380","JIN TAI 168","In Service/Commission","20121204","2012",33000,19641,"China Classification Society 2012-12","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"Taizhou Jintai Shipping Co Ltd","China, People's Republic Of","China, People's Republic Of","Taizhou Jintai Shipping Co Ltd","China, People's Republic Of","China, People's Republic Of","Taizhou Jintai Shipping Co Ltd","China, People's Republic Of","China, People's Republic Of","Taizhou Jintai Shipping Co Ltd","4128636","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8672483","MEI SHAN GANG 57","In Service/Commission","20120208","2012",34000,22039,"China Classification Society 2012-02","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"China Govt","China, People's Republic Of","China, People's Republic Of","Zhejiang Daishan Hongcheng","China, People's Republic Of","China, People's Republic Of","Zhejiang Daishan Hongcheng","China, People's Republic Of","China, People's Republic Of","Zhejiang Daishan Hongcheng","5098112","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8672495","XIN XIANG CHENG","In Service/Commission","20121225","2012",35000,22138,"China Classification Society 2012-12","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"Yangpu Zhehai Shipping Co","China, People's Republic Of","China, People's Republic Of","Shanghai Yang Pu Zhe","China, People's Republic Of","China, People's Republic Of","Shanghai Yang Pu Zhe","China, People's Republic Of","China, People's Republic Of","Shanghai Yang Pu Zhe","5478515","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8672536","XIN XIANG RONG","In Service/Commission","20121011","2012",35000,22138,"China Classification Society 2012-10","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"Yangpu Zhehai Shipping Co","China, People's Republic Of","China, People's Republic Of","Shanghai Yang Pu Zhe","China, People's Republic Of","China, People's Republic Of","Shanghai Yang Pu Zhe","China, People's Republic Of","China, People's Republic Of","Shanghai Yang Pu Zhe","5478515","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8672598","HUA HANG RONG YU","In Service/Commission","20111228","2011",40000,24773,"China Classification Society 2011-12","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"Bank of Communications Co Ltd","China, People's Republic Of","China, People's Republic Of","Bank of Communications","China, People's Republic Of","China, People's Republic Of","Bank of Communications","China, People's Republic Of","China, People's Republic Of","Bank of Communications","4162323","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8672627","QIN FENG 19","In Service/Commission","20120907","2012",41000,24919,"China Classification Society 2012-09","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"China Govt","China, People's Republic Of","China, People's Republic Of","Zhejiang Qinfeng Shipping","China, People's Republic Of","China, People's Republic Of","China Huarong Financial","China, People's Republic Of","China, People's Republic Of","Zhejiang Qinfeng Shipping","4125883","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"8672639","JIN TAI 868","In Service/Commission","20130415","2013",45000,25980,"China Classification Society 2013-04","China, People's Republic Of","Bulk Carrier",0,0,0,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"","","","Oil",0,"Taizhou Jintai Shipping Co Ltd","China, People's Republic Of","China, People's Republic Of","Taizhou Jintai Shipping Co Ltd","China, People's Republic Of","China, People's Republic Of","Taizhou Jintai Shipping Co Ltd","China, People's Republic Of","China, People's Republic Of","Taizhou Jintai Shipping Co Ltd","4128636","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
